text	gloss	category
bọn trẻ con thích chạy chân đất trên bãi cỏ xanh	BỌN TRẺ CHẠY CỎ XANH BÃI CHÂN TRẦN THÍCH	Cuộc sống thường nhật
được rồi đi thôi chúng ta còn lại bao nhiêu vé	ĐI VÉ CÒN LẠI BAO NHIÊU	Du lịch
giờ hãy nói cho tôi nghe về trình độ học vấn của bạn	BÂY GIỜ BẠN NÓI TRÌNH ĐỘ HỌC VẤN CỦA BẠN	Công việc
chúng ta có thể gặp nhau không	CHÚNG TA GẶP NHAU ĐƯỢC KHÔNG	Công việc
tôi muốn đặt một phòng khách sạn cho cuối tuần	TÔI PHÒNG KHÁCH SẠN 1 MUỐN ĐẶT CUỐI TUẦN	Du lịch
bạn có muốn đi xem phim với mình vào cuối tuần không	BẠN TÔI ĐI XEM PHIM CÙNG NHAU VÀO CUỐI TUẦN KHÔNG	Mối quan hệ
hôm nay là thứ bảy một ngày cuối tuần tuyệt vời	HÔM NAY THỨ BẢY NGÀY CUỐI TUẦN TUYỆT VỜI	Mối quan hệ
mất bao lâu bằng đường hàng không	BAY BAO LÂU	Cuộc sống thường nhật
tôi đã đi đến buổi hòa nhạc năm mới vào năm 2010	NĂM 2010 TÔI BUỔI CA NHẠC NĂM MỚI ĐI XEM	Mối quan hệ
chúng tôi rất vui vì bạn ở đây bạn có muốn tham quan ngôi nhà không	CHÚNG TÔI VUI RẤT VÌ BẠN ĐẾN MUỐN ĐI XEM QUANH NHÀ KHÔNG	Cuộc sống thường nhật
bạn có loại món tráng miệng đặc biệt nào	BẠN MÓN TRÁNG MIỆNG ĐẶC BIỆT CÓ KHÔNG	Cuộc sống thường nhật
và tôi đã đặt hàng các nguồn cung cấp	TÔI ĐỒ DÙNG ĐẶT XONG	Cuộc sống thường nhật
chắc chắn bạn có muốn rửa xe không	BẠN RỬA XE MUỐN KHÔNG	Cuộc sống thường nhật
một phút nữa thôi	PHÚT 1 ĐỢI	Cuộc sống thường nhật
bạn làm điều đó thế nào	BẠN LÀM THẾ NÀO	Mối quan hệ
bạn sẽ đi học vào sáng thứ ba	SÁNG THỨ BA BẠN ĐI HỌC	Công việc
đoàn cải lương nổi tiếng đã về làng biểu diễn phục vụ bà con	ĐOÀN CẢI LƯƠNG NỔỈ TIẾNG VỀ LÀNG BIỂU DIỄN ĐỂ NGƯỜI DÂN XEM	Văn hóa và Giáo dục
xin lỗi ông li tôi có thể hỏi bạn một số câu hỏi không	XIN LỖI TÔI HỎI BẠN CÂU HỎI MỘT SỐ CÓ KHÔNG	Cuộc sống học đường
bà rất yêu thương đứa cháu ngoại đầu lòng của mình	BÀ ĐỨA CHÁU NGOẠI ĐẦU TIÊN YÊU THƯƠNG	Mối quan hệ
chắc chắn chúng tôi làm hạng nhất hay hạng phổ thông	CHẮC CHẮN CHÚNG TÔI LÀM HẠNG NHẤT HẠNG PHỔ THÔNG HAY	Du lịch
không thể tin được	TIN KHÔNG ĐƯỢC	Thái độ và Cảm xúc
đứa bé lại khóc	ĐỨA BÉ KHÓC LẠI	Mối quan hệ
cô ấy đã quyết định tha thứ cho lỗi lầm của anh	CÔ ẤY QUYẾT ĐỊNH THA THỨ CHO LỖI LẦM CỦA ANH	Mối quan hệ
khách sạn sunset tôi có thể giúp gì cho bạn	KHÁCH SẠN HOA SEN TÔI CHO BẠN GIÚP GÌ	Du lịch
mẹ ơi con sẵn sàng đi học rồi	MẸ CON ĐI HỌC SẴN SÀNG RỒI	Cuộc sống thường nhật
trông ngon quá	TRÔNG NGON	Cuộc sống thường nhật
được rồi vậy sao anh không gọi món cá om	ĐƯỢC RỒI BẠN MÓN CÁ ĐẶT KHÔNG TẠI SAO	Cuộc sống thường nhật
anh ấy đã tặng một món quà bất ngờ cho người yêu	ANH ẤY MÓN QUÀ BẤT NGỜ 1 TẶNG CHO NGƯỜI YÊU	Mối quan hệ
tôi rất xin lỗi và anh ấy nói mọi thứ đều ổn	TÔI XIN LỖI RỒI ANH ẤY NÓI MỌI THỨ ỔN	Công việc
xin hãy gói chúng lại và đưa biên lai cho tôi	LÀM ƠN TÔI GIÚP GÓI LẠI HÓA ĐƠN ĐƯA NHÉ	Cuộc sống thường nhật
đó là ngày hôm nay	ĐÓ HÔM NAY	Cuộc sống thường nhật
tập thể dục đều đặn giúp cho mạch máu lưu thông tốt	TẬP THỂ DỤC ĐỀU ĐẶN GIÚP MẠCH MÁU ĐƯỜNG MÁU LƯU THÔNG CHẢY TỐT	Sức khỏe
tôi đồng ý ông ấy cũng là một diễn giả xuất sắc	TÔI ĐỒNG Ý ÔNG ẤY NGƯỜI NÓI TỐT NHẤT	Mối quan hệ
bạn không thấy đèn đỏ à	BẠN ĐÈN ĐỎ KHÔNG THẤY À	Cuộc sống thường nhật
tôi rất tiếc khi nghe điều đó bạn đang tìm kiếm một công việc khác	TÔI RẤT TIẾC KHI NGHE VẬY BẠN ĐANG TÌM CÔNG VIỆC KHÁC À	Mối quan hệ
cơn đau ở vai khiến anh ấy cử động rất khó khăn	CƠN ĐAU Ở VAI KHIẾN ANH ẤY CỬ ĐỘNG KHÓ KHĂN	Sức khỏe
trẻ em háo hức được phá cỗ và ăn bánh trung thu	TRẺ EM PHÁ CỖ VÀ BÁNH TRUNG THU ĂN RẤT VUI VẺ	Văn hóa và Giáo dục
chào mừng tôi có thể làm gì cho bà thưa bà	CHÀO TÔI GIÚP BẠN GÌ	Tài chính
bạn đã làm việc trong phần nào	BẠN BỘ PHẬN NÀO LÀM VIỆC VẬY	Công việc
anh chơi piano bao lâu rồi	ANH CHƠI PIANO LÂU BAO NHIÊU	Mối quan hệ
em trai và em gái của bạn vẫn còn đi học	EM TRAI VÀ EM GÁI CỦA BẠN ĐI HỌC VẪN À	Công việc
dù sao tôi nhận được bàn bên cửa sổ bạn có được tầng dưới cùng đó là nó	TÔI BÀN GẦN CỬA SỔ CÓ BẠN TẦNG DƯỚI Ở NHÉ	Cuộc sống học đường
bạn đã có một bộ phim nào đó trong tâm trí	BẠN TRONG ĐẦU BỘ PHIM NGHĨ NÀO	Mối quan hệ
không tôi không thể tìm được cảnh sát	TÔI CẢNH SÁT TÌM KHÔNG THỂ	Chính trị
anh ấy bảo bạn làm gì	ANH ẤY BẠN BẢO LÀM GÌ	Sức khỏe
tiếng chiêng vang vọng khắp núi rừng trong lễ hội tây nguyên	TIẾNG CHIÊNG VANG VỌNG NÚI RỪNG LỄ HỘI TÂY NGUYÊN	Văn hóa và Giáo dục
bạn có thể cung cấp cho tôi một cái gì đó rẻ hơn một chút	BẠN CUNG CẤP CHO TÔI RẺ HƠN GÌ	Cuộc sống thường nhật
chúng tôi đã bỏ lỡ mười phút của bộ phim	CHÚNG TÔI MƯỜI PHÚT CỦA BỘ PHIM MUỘN	Thái độ và Cảm xúc
còn cái máy tính này thì sao	CÒN MÁY TÍNH NÀY THÌ SAO	Cuộc sống thường nhật
tôi đã làm hộ chiếu cho bạn rồi	TÔI HỘ CHIẾU LÀM CHO BẠN RỒI	Cuộc sống thường nhật
tôi không thích đi xem kịch	TÔI KỊCH XEM KHÔNG THÍCH	Mối quan hệ
cả ba bạn đều có điểm chung	CẢ 3 ĐẶC ĐIỂM CHUNG CÓ	Mối quan hệ
căn phòng này quá chật chội cho cả gia đình ở	CĂN PHÒNG NÀY CHẬT CHỘI CHO CẢ NHÀ	Cuộc sống thường nhật
tôi bắt đầu làm việc lúc 3 giờ	TÔI LÀM VIỆC BẮT ĐẦU BA GIỜ	Cuộc sống thường nhật
bạn có muốn biết điều gì đó về nhân vật người mỹ không	BẠN BIẾT GÌ VỀ NHÂN VẬT NGƯỜI MỸ MUỐN KHÔNG	Văn hóa và Giáo dục
bác sĩ của tôi đang kiểm tra bệnh gì	BÁC SĨ CỦA TÔI KIỂM TRA BỆNH GÌ	Sức khỏe
đến cuối tuần tới	ĐẾN CUỐI TUẦN SAU	Cuộc sống thường nhật
nhưng chúng tôi sẽ gặp nhau hai tuần một lần	NHƯNG CHÚNG TÔI GẶP 2 TUẦN LẦN 1	Công việc
cô giáo dạy chúng em cách đặt dấu bằng trong phép tính	CÔ GIÁO CHÚNG EM DẠY DẤU BẰNG TRONG PHÉP TÍNH ĐẶT	Cuộc sống học đường
thôi nào hãy cho nó một cơ hội	THÔI NÓ MỘT CƠ HỘI HÃY	Cuộc sống thường nhật
tôi nghĩ có lẽ bạn thích đi chơi	TÔI NGHĨ BẠN ĐI CHƠI THÍCH	Mối quan hệ
rạp sẽ chiếu phim mới vào cuối tuần này	CUỐI TUẦN NÀY RẠP PHIM MỚI CHIẾU CÓ	Cuộc sống thường nhật
bạn có một ngôi nhà đáng yêu jack	NHÀ BẠN ĐẸP	Mối quan hệ
vâng thịt xông khói và trứng với bánh mì nướng bơ tôi thích bacon của tôi rất giòn	TÔI THỊT XÔNG KHÓI TRỨNG BÁNH MÌ NƯỚNG BƠ CHO THÊM VÂNG THỊT XÔNG KHÓI GIÒN THÍCH	Cuộc sống thường nhật
tôi cần ra hiệu thuốc để mua vài loại thuốc cảm cúm	TÔI HIỆU THUỐC RA CẦN ĐỂ THUỐC CẢM CÚM MUA	Sức khỏe
học sinh mạnh dạn giơ tay để trả lời câu hỏi của thầy	HỌC SINH GIƠ TAY TRẢ LỜI CÂU HỎI CỦA THẦY	Cuộc sống học đường
trò chơi này bắt đầu bằng việc gieo xúc xắc	TRÒ CHƠI ĐỔ XÚC XẮC BẮT ĐẦU	Cuộc sống thường nhật
ồ bạn có sử dụng máy tính thường xuyên không	BẠN MÁY TÍNH DÙNG THƯỜNG KHÔNG	Cuộc sống thường nhật
chắc chắn rồi nhưng bạn chỉ có thể giữ chúng trong một tuần	CHẮC CHẮN RỒI NHƯNG BẠN GIỮ CHÚNG MỘT TUẦN	Cuộc sống học đường
chữ cái w không phổ biến trong bảng chữ cái tiếng việt	CHỮ CÁI W BẢNG TIẾNG VIỆT CHỮ CÁI PHỔ BIẾN KHÔNG	Văn hóa và Giáo dục
vâng chân tôi hơi lạnh	CHÂN LẠNH	Cuộc sống thường nhật
có hàng trăm sinh viên tham gia buổi hội thảo khoa học đó	HÀNG TRĂM SINH VIÊN THAM GIA BUỔI HỘI THẢO KHOA HỌC ĐÓ	Cuộc sống học đường
xin chào carlos bạn đang làm gì chiều nay	CHÀO CHIỀU NAY BẠN ĐỊNH LÀM GÌ	Công việc
một ít mật ong và mứt	MẬT ONG MỨT 1 ÍT	Cuộc sống thường nhật
tối mai thì sao	NGÀY MAI TỐI THẾ NÀO	Mối quan hệ
bạn có sở thích nào không	BẠN SỞ THÍCH GÌ CÓ KHÔNG	Mối quan hệ
hôm nay chỉ có vậy thôi sao	HÔM NAY CHỈ VẬY THÔI À	Cuộc sống học đường
những câu chuyện ma quỷ thường được kể vào đêm halloween	ĐÊM HALLOWEEN NHỮNG CÂU CHUYỆN MA QUỶ ĐƯỢC KỂ	Văn hóa và Giáo dục
nhiều cửa hàng phải đóng cửa vì kinh doanh thua lỗ kéo dài	CỬA HÀNG NHIỀU ĐÓNG PHẢI VÌ KINH DOANH THUA NHIỀU	Công việc
chúc mừng anh được thăng chức	ANH THĂNG CHỨC CHÚC MỪNG ĐƯỢC NHÉ	Mối quan hệ
không có gì ông sun	KHÔNG CÓ GÌ	Công việc
tôi đã có giấy chứng nhận trình độ kỹ sư máy tính	TÔI CHỨNG CHỈ KỸ SƯ MÁY TÍNH CÓ	Công việc
anh ấy vừa nhận được chứng nhận hoàn thành khóa học	ANH ẤY XÁC NHẬN KHOÁ HỌC KẾT THÚC NHẬN CÓ	Công việc
chơi trò chơi đi	TRÒ CHƠI CHƠI ĐI	Mối quan hệ
tốt cảm ơn bạn bạn đang đến phỏng vấn với tư cách là thư ký tên bạn là gì	BẠN ĐẾN PHỎNG VẤN VỊ TRÍ THƯ KÝ TÊN GÌ	Công việc
xoài xoài là gì	XOÀI LÀ GÌ	Cuộc sống thường nhật
em bé một tuổi của bạn thì sao	TÔI EM BÉ MỘT TUỔI CÓ BẠN THÌ SAO	Cuộc sống học đường
tôi cũng vậy nếu chúng ta không làm gì đó sớm có thể sẽ là quá muộn	TÔI NGHĨ GIỐNG LÀM KHÔNG MUỘN SẼ	Mối quan hệ
cô bé nhẹ nhàng ngắt bông hoa nhưng giữ lại cuống hoa	CÔ BÉ BÔNG HOA NGẮT NHẸ NHÀNG NHƯNG CUỐNG HOA GIỮ LẠI	Cuộc sống thường nhật
chào buổi sáng bạn bạn khỏe không	CHÀO BUỔI SÁNG BẠN KHỎE KHÔNG	Mối quan hệ
tôi đang gọi điện thoại	ĐIỆN THOẠI GỌI	Cuộc sống thường nhật
hoặc chúng ta có thể thêm một ít muối hoặc quế	CHÚNG TA MUỐI HOẶC QUẾ MỘT ÍT THÊM CÓ THỂ	Cuộc sống thường nhật
bánh gai là một món đặc sản nổi tiếng của tỉnh hải dương	BÁNH GAI MÓN ĐẶC SẢN NỔI TIẾNG HẢI DƯƠNG CỦA	Văn hóa và Giáo dục
giáo viên của tôi bị đau bụng đột ngột vì vậy lớp học đã bị cắt giảm bạn	GIÁO VIÊN CỦA TÔI ĐAU BỤNG ĐỘT NGỘT NÊN LỚP NGHỈ HỌC LỚP BẠN THÌ SAO	Cuộc sống thường nhật
nhân dân việt nam luôn yêu chuộng hòa bình và độc lập	NHÂN DÂN VIỆT NAM HÒA BÌNH ĐỘC LẬP YÊU CHUỘNG LUÔN	Chính trị
chắc chắn rồi tôi có thể giúp bạn bạn có biết bảng chấm công được giữ ở đâu không	BẢNG CHẤM CÔNG Ở ĐÂU	Công việc
có vẻ như trời sẽ nắng	TRỜI NẮNG CÓ VẺ SẼ	Mối quan hệ
hôm nay chúng em học về cách đặt một câu đơn	HÔM NAY CHÚNG EM CÂU ĐƠN 1 CÁCH ĐẶT HỌC	Cuộc sống học đường
nhà bạn có nuôi con gì	NHÀ CỦA BẠN CON VẬT NUÔI GÌ	Cuộc sống thường nhật
tại sao không cảm ơn bạn một chút trà sẽ được tốt đẹp	OK CẢM ƠN TRÀ 1 CHÚT TỐT	Công việc
môn toán giúp chúng ta rèn luyện tư duy logic và sự nhanh nhạy	MÔN TOÁN GIÚP CHÚNG TA TƯ DUY LOGIC VÀ RÈN LUYỆN NHANH NHẠY	Cuộc sống học đường
con hoẵng nhút nhát lẩn mình trong bụi rậm nghe tiếng động	TRỌNG BỤI RẬM CON HOẴNG ẨN MÌNH NHÚT NHÁT TIẾNG ĐỘNG NGHE	Cuộc sống thường nhật
thật sao cảm ơn bạn tôi đã mua nó ngày hôm qua	THẬT CẢM ƠN HÔM QUA TÔI NÓ MUA	Thái độ và Cảm xúc
tôi đã tham gia một lớp học giao tiếp kinh doanh năm ngoái và nó thật tuyệt vời	NĂM NGOÁI TÔI LỚP GIAO TIẾP KINH DOANH HỌC RẤT HAY	Cuộc sống học đường
chiếc máy xúc đang làm việc rất chăm chỉ tại công trường xây dựng	TẠI CÔNG TRƯỜNG XÂY DỰNG MÁY XÚC LÀM VIỆC CHĂM CHỈ	Cuộc sống học đường
bạn đang làm gì vậy 	BẠN LÀM GÌ	Du lịch
em hãy viết một đoạn văn ngắn tả về ngôi trường của em	EM ĐOẠN VĂN NGẮN VIẾT NGÔI TRƯỜNG EM TẢ MÔ TẢ	Cuộc sống học đường
chỉ có ba ngày làm việc nên tôi sẽ không có nhiều thời gian	BA NGÀY LÀM VIỆC CHỈ NÊN TÔI THỜI GIAN NHIỀU KHÔNG CÓ	Du lịch
sơn chưa khô	SƠN VÔI KHÔ CHƯA	Cuộc sống thường nhật
thứ lỗi cho anh anh rất mệt	XIN LỖI ANH MỆT	Thái độ và Cảm xúc
anh trai bạn sao rồi	ANH TRAI BẠN DẠO NÀY THẾ NÀO	Mối quan hệ
tóc cô ấy màu gì	CÔ ẤY TÓC MÀU GÌ	Mối quan hệ
thông thường các cửa hàng sẽ mở cửa lúc tám giờ sáng	SÁNG 8 GIỜ CÁC CỬA HÀNG MỞ CỬA	Cuộc sống thường nhật
cô ấy rất quyết tâm theo đuổi ước mơ trở thành một bác sĩ	CÔ ẤY QUYẾT TÂM THEO ĐUỔI ƯỚC MƠ BÁC SĨ TRỞ THÀNH	Thái độ và Cảm xúc
xin chào đó là một bất ngờ thú vị	ĐÓ LÀ BẤT NGỜ THÚ VỊ	Mối quan hệ
tạm biệt con trai	CON TRAI TẠM BIỆT	Mối quan hệ
nghe có vẻ tốt bạn đề nghị cái nào	TỐT BẠN ĐỀ NGHỊ CÁI NÀO	Cuộc sống thường nhật
liệu chúng có ổn không	CHÚNG OK CÓ KHÔNG	Cuộc sống thường nhật
tuyệt vời bao nhiêu	TỐT QUÁ BAO NHIÊU TIỀN	Cuộc sống thường nhật
đây là người quản lý tài sản tôi có thể giúp gì cho bạn	ĐÂY LÀ NGƯỜI QUẢN LÝ TÀI SẢN TÔI GIÚP CHO BẠN GÌ	Cuộc sống thường nhật
okay bye	OK BYE	Cuộc sống thường nhật
cuộn băng ghi âm có giá bao nhiêu	CUỘN BĂNG GHI ÂM NÀY GIÁ BAO NHIÊU	Cuộc sống thường nhật
bạn có thích bữa tiệc không	BẠN BỮA TIỆC THÍCH CÓ KHÔNG	Mối quan hệ
kế toán đang tính tổng doanh thu của công ty tháng này	TỔNG DOANH THU CÔNG TY THÁNG NÀY KẾ TOÁN TÍNH	Tài chính
vâng tôi đã hoàn thành thứ sáu tuần trước	TUẦN TRƯỚC THỨ SÁU TÔI HOÀN THÀNH RỒI	Cuộc sống học đường
tôi có thể lấy một cuốn tiểu thuyết hay ở đâu	TÔI TIỂU THUYẾT HAY ĐÂU LẤY	Cuộc sống thường nhật
mẹ tôi thường mặc áo nâu khi ra đồng làm việc	MẸ TÔI ÁO NÂU MẶC THƯỜNG KHI LÀM VIỆC Ở CÁNH ĐỒNG	Cuộc sống thường nhật
tôi đánh giá rất cao sự giúp đỡ của bạn	TÔI GIÚP ĐỠ CỦA BẠN CẢM ƠN NHIỀU	Tài chính
nếu bạn cho bơ vào chảo nóng nó sẽ tan chảy	NẾU BẠN CHẢO NÓNG BƠ CHO VÀO NÓ TAN CHẢY	Cuộc sống thường nhật
hai đường thẳng song song thì không bao giờ cắt nhau	ĐƯỜNG THẲNG SONG SONG 2 CẮT NHAU KHÔNG BAO GIỜ	Cuộc sống học đường
quả táo bị thối nên chúng ta không thể ăn được nữa	QUẢ TÁO THỐI RỒI CHÚNG TA ĂN KHÔNG ĐƯỢC	Cuộc sống thường nhật
bạn thật sự muốn tôi nấu ăn tối nay à	TÔI TỐI NAY NẤU BẠN MUỐN ĐÚNG KHÔNG	Cuộc sống thường nhật
vâng đúng vậy tôi đến đây mọi lúc	LÚC TÔI ĐẾN ĐÂY	Cuộc sống thường nhật
nó sẽ có bao nhiêu phòng	NÓ PHÒNG CÓ BAO NHIÊU	Mối quan hệ
cô gái dùng chiếc nơ xinh xắn để buộc tóc gọn gàng	CÔ GÁI CHIẾC NƠ XINH XẮN DÙNG TÓC BUỘC GỌN GÀNG	Cuộc sống thường nhật
cám ơn tôi sẽ không bỏ lỡ đâu	CÁM ƠN TÔI QUÊN KHÔNG	Cuộc sống thường nhật
làm thế nào về tiếng anh miệng của bạn	BẠN KỸ NĂNG NÓI TIẾNG ANH THÌ SAO	Công việc
câu ghép là câu có từ hai cụm chủ vị trở lên	CÂU GHÉP LÀ CÂU HAI CỤM CHỦ VỊ CÓ TRỞ LÊN	Cuộc sống học đường
tôi muốn một hỗn hợp venezuela sáng nay	SÁNG NAY TÔI CÀ PHÊ VENEZUELA PHA TRỘN MỘT LOẠI THỬ MUỐN	Mối quan hệ
không tôi cảm thấy trẻ trung tươi tắn và tràn đầy năng lượng	KHÔNG TÔI CẢM THẤY TRẺ TRUNG TƯƠI TẮN NĂNG LƯỢNG TRÀN ĐẦY	Mối quan hệ
hắn là ai	HẮN AI	Mối quan hệ
bạn có thể di chuyển trơn tru	BẠN DI CHUYỂN TRƠN TRU CÓ KHÔNG	Mối quan hệ
bạn có kinh nghiệm trong lĩnh vực này không	LĨNH VỰC NÀY BẠN KINH NGHIỆM CÓ KHÔNG	Công việc
tôi cũng dùng một số hộp này để đựng thức ăn trong tủ	TÔI HỘP NÀY ĐỒ ĂN ĐỰNG TỦ LẠNH CẤT	Cuộc sống thường nhật
tôi cũng vậy bạn có nghĩ rằng chúng tôi là những người nhàm chán	TÔI CŨNG BẠN NGHĨ CHÚNG TÔI NHỮNG NGƯỜI THÚ VỊ KHÔNG À	Mối quan hệ
làm thế nào bạn tìm thấy ông chủ mới của bạn	BẠN ÔNG CHỦ MỚI CỦA BẠN TÌM THẤY LÀM THẾ NÀO	Công việc
hẳn là tôi đang lơ đễnh	TÔI TẬP TRUNG KHÔNG BÂY GIỜ	Mối quan hệ
ở đó lúc nào cũng bận rộn	LÚC NÀO BẬN CŨNG	Mối quan hệ
xin lỗi bạn có thể cho tôi biết làm thế nào để đến thư viện	XIN LỖI BẠN CHO TÔI BIẾT ĐẾN THƯ VIỆN THẾ NÀO	Cuộc sống thường nhật
chắc chắn rồi xin mời đi lối này	BẠN LỐI NÀY ĐI MỜI	Cuộc sống thường nhật
bạn có thể có một chuyến đi tốt	BẠN CÓ CHUYẾN ĐI TỐT	Du lịch
vâng tôi sẽ cảm ơn sự chăm sóc của bạn	CẢM ƠN SỰ CHĂM SÓC CỦA BẠN	Sức khỏe
cảm ơn bạn tôi sẽ mở nó bây giờ	TÔI MỞ NÓ NGAY ĐƯỢC KHÔNG	Mối quan hệ
cho tôi kiểm tra nhé	CHO TÔI KIỂM TRA	Cuộc sống thường nhật
bạn có thể yêu cầu giáo viên giúp đỡ	BẠN GIÁO VIÊN YÊU CẦU GIÚP ĐỠ CÓ THỂ	Cuộc sống học đường
mấy giờ tôi nên đến	TÔI ĐẾN MẤY GIỜ	Sức khỏe
bạn đã ở đây bao nhiêu lần rồi	BẠN Ở ĐÂY LẦN RỒI BAO NHIÊU	Cuộc sống thường nhật
bài giảng hôm nay có nội dung rất sâu sắc và ý nghĩa	HÔM NAY BÀI GIẢNG NỘI DUNG SÂU SẮC VÀ Ý NHĨA	Văn hóa và Giáo dục
quá tệ nhưng có cửa hàng da nào khác gần đó không	QUÁ TỆ NHƯNG CỬA HÀNG ĐỒ DÙNG KHÁC GẦN CÓ KHÔNG	Cuộc sống thường nhật
bạn có thể bắt đầu bằng cách gặp cô ấy tại trạm xe buýt và nói xin chào với cô	BẠN CÔ ẤY GẶP BẮT ĐẦU Ở TRẠM XE BUÝT NÓI XIN CHÀO VỚI CÔ ẤY	Mối quan hệ
tôi đã cảm thấy khá tốt bạn	TÔI ỔN KHÁ CẢM THẤY RỒI	Sức khỏe
hôm nay có bao nhiêu người đi cùng cô vậy	HÔM NAY NGƯỜI ĐI CÙNG BAO NHIÊU	Du lịch
bạn muốn món tráng miệng gì	BẠN MÓN TRÁNG MIỆNG MUỐN GÌ	Cuộc sống thường nhật
tôi có thể giúp bạn hoa hậu	TÔI CÔ GIÚP GÌ CHO CÓ THỂ THƯA CÔ	Cuộc sống thường nhật
ba mươi tám phẩy bảy bạn có bị đau đầu đau ngực hay đau họng không	38 7 BẠN ĐAU ĐẦU ĐAU NGỰC ĐAU HỌNG CÓ KHÔNG	Sức khỏe
tôi không nghĩ vậy	TÔI NGHĨ VẬY KHÔNG	Cuộc sống thường nhật
vâng tất nhiên bạn có muốn thực hiện một chuyến tham quan kiểm tra của một số nhà máy	VÂNG BẠN NHÀ MÁY THAM QUAN KIỂM TRA ĐI MUỐN KHÔNG	Công việc
vâng jane nói họ sẽ đi trung quốc	CÔ ẤY NÓI HỌ TRUNG QUỐC SẼ ĐI	Mối quan hệ
